id,code,name,name_ar
6202,6202,Computer consultancy experience and facilities management activities related to computer fields,الخبرة الاستشارية فى مجال الحاسب الالى وانشطة ادارة التسهيلات المتصلة بمجالات الحاسب الالى
6209,6209,Other activities related to information technology and computer services,الانشطة الاخرى المتصلة بتكنولوجيا المعلومات وخدمات الحاسب الالى
6311,6311,"Data processing, hosting and related activities",معالجة البيانات والاستضافة والانشطة المتصلة بذلك
6312,6312,Electronic portals,البوابات الاليكترونية
6391,6391,Activities of press agencies,انشطة الوكالات الصحفية
6399,6399,Other activities for information services that are not classified in other locations,الانشطة الاخرى لخدمات تقديم المعلومات غير المصنفة فى مواقع اخرى
6411,6411,Central banks,المصارف المركزية
6419,6419,Other financial intermediaries,الوساطات المالية الاخرى
6420,6420,Activities of holding companies,انشطة الشركات القابضة
6430,6430,"Credit activities, provision of credits, and similar financial entities",انشطةالائتمان وتوفير الاعتمادات والكيانات المالية المشابهة
6491,6491,Financial leasing,التاجير المالى
6492,6492,Other forms of loans granted,اشكال القروض الممنوحة الاخرى
6499,6499,"Other financial services activities, with the exception of insurance and credit provision activities for pensions not classified in other locations","انشطة الخدمات المالية الاخرى , باستثناء التامين وانشطة توفير الاعتمادات للمعاشات التقاعدية غير المصنفة فى مواقع اخرى"
6511,6511,life insurance,التامين على الحياة
6512,6512,Non-life insurance,التامين على غير الحياة
6520,6520,re Insurance,اعادة التامين
6530,6530,Providing credits for pensions,توفير الاعتمادات للمعاشات التقاعدية
6611,6611,Financial markets management,ادارة الاسواق المالية
6612,6612,Security and commodity contracts brokerage,الامن وسمسرة عقود السلع
6619,6619,Auxiliary activities for financial services,الانشطة المساعدة للخدمات المالية
6621,6621,Risk and damage assessment,تقدير المخاطر والتلفيات
6622,6622,Activities of insurance and brokerage agents,انشطة وكلاء التامين والسمسرة
6629,6629,Other activities auxiliary to insurance and provision for pensions,الانشطة الاخرى المساعدة للتامين وتوفير الاعتمادات للمعاشات التقاعدية
6630,6630,Financial credit management activities,انشطة ادارة الاعتمادات المالية
6810,6810,Real estate activities with own or leased property,الانشطة العقارية فى الممتلكات المملوكة او المؤجرة
6820,6820,Real estate activities on the basis of a contract or a fee,الانشطة العقارية على اساس عقد او نظير رسم
6910,6910,Legal activities,الانشطة القانونية
6920,6920,"Accounting, auditing, bookkeeping and tax advice activities",الانشطة المحاسبية والمراجعة ومسك الدفاتر والاستشارات الضرائبية
7010,7010,The main office activities,انشطة المكاتب الرئيسية
7020,7020,Management consultancy activities,الانشطة الاستشارية الخاصة بالادارة
7110,7110,Architectural and engineering activities and related technical consulting,الانشطة المعمارية والهندسية و الاستشارات الفنية المتصلة بذلك
7120,7120,Technical tests and analyzes,الاختبارات والتحليلات الفنية
7210,7210,Research and experimental development in the field of natural and engineering sciences,البحث والتطوير التجريبى فى مجال العلوم الطبيعية والهندسية
7220,7220,Experimental research and development in the field of social and human sciences,البحث والتطوير التجريبى فى مجال العلوم الاجتماعية والانسانية
7310,7310,Advertising,الاعلان
7320,7320,Market studies and public opinion polls,دراسات السوق واستطلاعات الراى العام
7410,7410,Specialized design activities,انشطة التصميمات المتخصصة
7420,7420,Photographic activities,الانشطة الفوتوغرافية
7490,7490,"Other specialized, scientific and artistic activities not classified elsewhere",الانشطة الاخرى التخصصية والعلمية والفنية غير المصنفة فى مواضع اخرى
7500,7500,Veterinary activities,الانشطة البيطرية
7710,7710,Renting motor vehicles,تاجيرواستئجار المركبات ذات المحركات
7721,7721,Renting and renting sports and leisure products and tools,تاجير واستئجار منتجات والادوات الرياضية والترفيهية
7722,7722,Rental of video tapes and CDs,تاجير شرائط واسطوانات الفيديو
7729,7729,Renting and renting other personal and household products,تاجيرواستئجار المنتجات الشخصية والمنزلية الاخرى
7730,7730,Renting and leasing of other physical devices and equipment,تاجير واستئجار الاجهزة والمعدات المادية الاخرى
7740,7740,"Rent forms of intellectual property and similar products, except for copyright works",استئجار اشكال الملكية الفكرية والمنتجات المشابهة باستثناء اعمال حقوق المؤلف
7810,7810,Activities of recruitment and appointment agencies,انشطة وكالات التوظيف والتعيين
7820,7820,Activities of temporary employment agencies,انشطة وكالات التوظيف المؤقت
7830,7830,Providing other human resources,توفير المصادر البشرية الاخرى
7911,7911,Tourism agency services,خدمات وكالات السياحة
7912,7912,Activities of tour guides,انشطة المرشدين السياحيين
7990,7990,Other types of reservations and related activities,انواع الحجوزات الاخرى والانشط المتصلة بذلك
8010,8010,Private security activities,انشطة الامن الخاص
8020,8020,Security systems services activities,انشطة خدمات انظمة الامن
8030,8030,Investigation activities,انشطة التحرى
8110,8110,Support activities for joint facilities,انشطة دعم التسهيلات المشتركة
8121,8121,General cleaning of buildings,النظافة العامة للمبانى
8129,8129,Building cleaning activities and other industrial facilities,انشطة تنظيف المبانى والمنشات الصناعية الاخرى
8130,8130,Gardening services and maintenance activities,انشطة خدمات رعاية وصيانة الحدائق
8211,8211,Joint office support services activities,انشطة خدمات الدعم المكتبية المشتركة
8219,8219,"Photocopying, document processing and other specialized office support services activities",النسخ وتجهيز المستندات وانشطة خدمات الدعم المكتبية المتخصصة الاخرى
8220,8220,Information center services,خدمات مراكز الاستعلامات
8230,8230,Organizing trade conferences and exhibitions,تنظيم المؤتمرات والمعارض التجارية
8291,8291,Activities of collection agencies and lending offices,انشطة وكالات التحصيل ومكاتب الاقراض
8292,8292,Packaging activities,انشطة التغليف
8299,8299,Other support services activities that are not classified in other locations,انشطة خدمات الدعم الاخرى الخاصة بالاعمال التجارية غير المصنفة فى مواضع اخرى
8411,8411,Public administration activities,انشطة الادارات العامة
8412,8412,"Organizing activities to provide health care, education, educational services and other social services, with the exception of social security",تنظيم انشطة تقديم العناية الصحية والتعليم والخدمات التثقيفية والخدمات الاجتماعية الاخرى باستثناء الضمان الاجتماعى
8413,8413,Organize and contribute to effective business operations,تنظيم والمساهمة فى عمليات الاعمال التجارية الفعالة
8421,8421,Foreign affairs,الشئون الخارجية
8422,8422,Defense activities,انشطة الدفاع
8423,8423,Security and public order activities,انشطة الامن والنظام العام
8430,8430,Compulsory social insurance activities,انشطة التامين الاجتماعى الاجبارى
8510,8510,Primary and pre-primary education,التعليم الابتدائى وقبل الابتدائى
8521,8521,General secondary education,التعليم الثانوى العام
8522,8522,Technical and vocational secondary education,التعليم الثانوى الفنى والهنى
8530,8530,Higher Education,التعليم العالى
8541,8541,Sports and rehabilitation education,التعليم الرياضى والتاهيلى
8542,8542,Cultural education,التعليم الثقافى
8549,8549,Other types of education not classified elsewhere,انواع التعليم الاخرى غير المصنفة فى مواضع اخرى
8550,8550,Activities in support of education,الانشطة الداعمة للتعليم
8610,8610,Hospital activities,انشطة المستشفيات
8620,8620,Activities related to medicine and dentistry,الانشطة المتصلة بالطب وطب الاسنان
8690,8690,Other activities related to human health,الانشطة الاخرى المتصلة بصحة الانسان
8710,8710,Nursing facilities for sanatoriums,تسهيلات العناية بالتمريض بالمصحات
8720,8720,"Nursing care facilities for special needs clinics, mental illnesses and physical abuse",تسهيلات العناية بالتمريض بالمصحات الخاصة بذوى الاحتياجات الخاصة والامراض العقلية والانتهاكات البدنية
8730,8730,Spa facilities for the elderly and disabled,تسهيلات العناية بالمصحات الخاصة بالعجائز والمقعدين
8790,8790,Other spa care facilities,تسهيلات العناية الاخرى بالمصحات
8810,8810,Social work activities for the infirm and disabled that take place without accommodation,انشطة الاعمال الاجتماعية للعجزة والمقعدين التى تتم بدون اقامة
8890,8890,Other social business activities that take place without residence,انشطة الاعمال الاجتماعية الاخرى التى تتم بدون اقامة
9000,9000,Creative and recreational art activities,انشطة الفن الابداعى والترفية
9101,9101,Library and archive activities,انشطة المكتبات والارشيف
9102,9102,Museum activities and restoration of historic sites and buildings,انشطة المتاحف وعمليات ترميم المواقع والمبانى التاريخية
9103,9103,Botanical and zoological gardens and natural wildlife activities,حدائق النباتات والحيوانات وانشطة الحياة البرية الطبيعية
9200,9200,Betting activities and gambling,انشطة المراهنات والعاب القمار
9311,9311,Providing sports facilities,توفير التسهيلات الرياضية
9312,9312,Sports club activities,انشطة النوادى الرياضية
9319,9319,Other sports activities,الانشطة الرياضية الاخرى
9321,9321,Recreational activities and performances in parks,الانشطة الترفيهية والعروض التى تتم بالمتنزهات
9329,9329,Other leisure and entertainment activities not classified elsewhere,الانشطة الترفيهية والمسلية الاخرى غير المصنفة فى مواضع اخرى
9411,9411,"The activities of commercial enterprises, employers and professional membership organizations",انشطة المؤسسات التجارية وارباب العمل ومنظمات العضوية المهنية
9412,9412,Activities of professional membership organizations,انشطة منظمات العضوية المهنية
9420,9420,Trade union activities,انشطة النقابات التجارية
9491,9491,Activities of religious organizations,انشطة المنظمات الدينية
9492,9492,Activities of political organizations,انشطة المنظمات السياسية
9499,9499,Activities of other membership organizations not classified elsewhere,انشطة المنظمات الاخرى ذات العضوية غير المصنفة فى مواضع اخرى
9511,9511,Computer repair and accessories,اصلاح الحاسبات الالية ومستلزماتها
9512,9512,Communication equipment repair,اصلاح اجهزة الاتصالات
9521,9521,Electronic devices repair,اصلاح الاجهزة الاليكترونية
9522,9522,"Repair of tools, household appliances, and garden care equipment",اصلاح الادوات والاجهزة المنزلية ومعدات العناية بالحدائق
9523,9523,Shoe and leather products repair,اصلاح الاحذية والمنتجات الجلدية
9524,9524,Repair of furniture and household items,اصلاح الاثاث والمستلزمات المنزلية
9529,9529,Repair of other household and personal products,اصلاح المنتجات المنزلية والشخصية الاخرى
9601,9601,Wash and clean textile and fur products,غسيل المنسوجات والمنتجات الفرائية وتنظيفها تنظيفا جافا
9602,9602,Hair styling and other cosmetics,تصفيف الشعر وانواع التجميل الاخرى
9603,9603,Funeral and related activities,انشطة الجنائز وما يتصل بها
9609,9609,Other personal services activities not classified elsewhere,انشطة الخدمات الشخصية الاخرى غير المصنفة فى مواضع اخرى
9700,9700,Home employment activities,انشطة توظيف العمالة المنزلية
9810,9810,Activities of producing unearthed products and services for home appliances for personal use,انشطة انتاج المنتجات والخدمات غير المتميزة الخاصة بالاجهزة المنزلية للاستخدام الشخصى
9820,9820,Activities of producing unearthed products and services for home appliances for personal use,انشطة انتاج المنتجات والخدمات غير المتميزة الخاصة بالاجهزة المنزلية للاستخدام الشخصى
9900,9900,Activities of non-regional organizations and bodies,انشطة المنظمات والهيئات غير الاقليمية
